ticker,date,free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,effect_of_exchange_rate_changes,short_term_debt_issuance,change_in_tax_payable,change_in_income_tax_payable,depreciation,operating_gains_losses,gain_loss_on_investment_securities,proceeds_from_stock_option_exercised,net_intangibles_purchase_and_sale,purchase_of_intangibles,change_in_accrued_expense,amortization_cash_flow,amortization_of_intangibles,short_term_debt_payments,sale_of_ppe,capital_expenditure_reported,change_in_prepaid_assets,unrealized_gain_loss_on_investment_securities,asset_impairment_charge,sale_of_business,sale_of_intangibles,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,provisionand_write_offof_assets,gain_loss_on_sale_of_business,earnings_losses_from_equity_investments,dividend_received_cfo,dividend_paid_cfo,pension_and_employee_benefit_expense,dividends_received_cfi,depletion,other_cash_adjustment_outside_changein_cash,cash_from_discontinued_financing_activities,cash_from_discontinued_investing_activities,cash_from_discontinued_operating_activities,net_preferred_stock_issuance,preferred_stock_payments,taxes_refund_paid,preferred_stock_issuance,cash_flow_from_discontinued_operation,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,preferred_stock_dividend_paid,interest_received_cfi,amortization_of_securities,change_in_interest_payable
INTC,2020-12-31,21411000000.0,-14229000000.0,-4525000000.0,10247000000.0,0.0,-14453000000.0,594000000.0,2436000000.0,5865000000.0,4194000000.0,1671000000.0,-12669000000.0,-12669000000.0,509000000.0,-5568000000.0,-5568000000.0,-14229000000.0,-14229000000.0,0.0,5722000000.0,0.0,5722000000.0,-4525000000.0,10247000000.0,-21524000000.0,-21524000000.0,-303000000.0,-6891000000.0,23068000000.0,-29959000000.0,123000000.0,-837000000.0,-14453000000.0,-14453000000.0,35864000000.0,35864000000.0,2461000000.0,1512000000.0,,,753000000.0,405000000.0,405000000.0,-687000000.0,883000000.0,883000000.0,198000000.0,1854000000.0,,,12239000000.0,12239000000.0,20899000000.0,,0.0,,,10482000000.0,-1787000000.0,-1757000000.0,897000000.0,,,348000000.0,1757000000.0,1757000000.0,,,,-181000000.0,,,123000000.0,,,,,-30000000.0,-1757000000.0,,,,,,,,,,,,,,,,,,,,,
INTC,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1958000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-782000000.0,,,,,,,,,-892000000.0,,,,,,,,,,,,,,,,,,,,,
AMGN,2023-12-31,7359000000.0,0.0,-1454000000.0,27777000000.0,,-1112000000.0,,,10944000000.0,7629000000.0,3315000000.0,21048000000.0,21048000000.0,-719000000.0,-4556000000.0,-4556000000.0,0.0,0.0,,26323000000.0,,26323000000.0,-1454000000.0,27777000000.0,-26204000000.0,-26204000000.0,225000000.0,1672000000.0,1673000000.0,-1000000.0,-26989000000.0,-26989000000.0,-1112000000.0,-1112000000.0,8471000000.0,8471000000.0,-484000000.0,,731000000.0,-564000000.0,-127000000.0,-1062000000.0,-402000000.0,491000000.0,-1015000000.0,-1015000000.0,563000000.0,431000000.0,-1273000000.0,-1273000000.0,4071000000.0,4071000000.0,6717000000.0,,,-660000000.0,-660000000.0,4071000000.0,-1554000000.0,-1565000000.0,,,,935000000.0,,,,,,,,,,,,,,0.0,11000000.0,,,,,,,,,,,,,,,,,,,,,
AMGN,2022-12-31,8785000000.0,-6360000000.0,0.0,6919000000.0,,-936000000.0,,,7629000000.0,7989000000.0,-360000000.0,-4037000000.0,-4037000000.0,-400000000.0,-4196000000.0,-4196000000.0,-6360000000.0,-6360000000.0,,6919000000.0,,6919000000.0,0.0,6919000000.0,-6044000000.0,-6044000000.0,100000000.0,-1369000000.0,1218000000.0,-2587000000.0,-3839000000.0,-3839000000.0,-936000000.0,-936000000.0,9721000000.0,9721000000.0,-733000000.0,,-85000000.0,258000000.0,582000000.0,-264000000.0,154000000.0,-742000000.0,-746000000.0,-746000000.0,-303000000.0,401000000.0,-1198000000.0,-1198000000.0,3417000000.0,3417000000.0,6552000000.0,,,-418000000.0,-418000000.0,3417000000.0,1585000000.0,127000000.0,,,,846000000.0,,,,,,,,,130000000.0,,,,,567000000.0,891000000.0,,,,,,,,,,,,,,,,,,,,,
AMGN,2021-12-31,8381000000.0,-4975000000.0,-4150000000.0,4945000000.0,,-880000000.0,,,7989000000.0,6266000000.0,1723000000.0,-8271000000.0,-8271000000.0,-78000000.0,-4013000000.0,-4013000000.0,-4975000000.0,-4975000000.0,,795000000.0,,795000000.0,-4150000000.0,4945000000.0,733000000.0,733000000.0,-192000000.0,4334000000.0,13234000000.0,-8900000000.0,-2529000000.0,-2529000000.0,-880000000.0,-880000000.0,9261000000.0,9261000000.0,-1194000000.0,,-48000000.0,-237000000.0,-315000000.0,-719000000.0,-69000000.0,-165000000.0,-429000000.0,-429000000.0,1243000000.0,341000000.0,-453000000.0,-453000000.0,3398000000.0,3398000000.0,5893000000.0,,,-650000000.0,-650000000.0,3398000000.0,33000000.0,,,,,404000000.0,,,,,,,,,0.0,,,,,0.0,33000000.0,,,,,,,,,,,,,,,,,,,,,
AMGN,2020-12-31,9889000000.0,-3486000000.0,-6450000000.0,8914000000.0,,-608000000.0,,,6266000000.0,6037000000.0,229000000.0,-4867000000.0,-4867000000.0,-90000000.0,-3755000000.0,-3755000000.0,-3486000000.0,-3486000000.0,,2464000000.0,,2464000000.0,-6450000000.0,8914000000.0,-5401000000.0,-5401000000.0,-75000000.0,-1499000000.0,6978000000.0,-8477000000.0,-3219000000.0,-3219000000.0,-608000000.0,-608000000.0,10497000000.0,10497000000.0,-216000000.0,630000000.0,983000000.0,129000000.0,-686000000.0,-686000000.0,45000000.0,-215000000.0,-427000000.0,-427000000.0,-195000000.0,330000000.0,-287000000.0,-287000000.0,3601000000.0,3601000000.0,7264000000.0,,,-731000000.0,-731000000.0,3601000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMGN,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPGI,2023-12-31,3567000000.0,-3301000000.0,-188000000.0,744000000.0,,-143000000.0,369000000.0,1279000000.0,1291000000.0,1287000000.0,-8000000.0,-4280000000.0,-4280000000.0,-401000000.0,-1147000000.0,-1147000000.0,-3301000000.0,-3301000000.0,,556000000.0,-188000000.0,744000000.0,0.0,744000000.0,562000000.0,562000000.0,,-13000000.0,,,718000000.0,-296000000.0,,,3710000000.0,3710000000.0,-460000000.0,265000000.0,-277000000.0,,328000000.0,,,,-291000000.0,-291000000.0,246000000.0,171000000.0,-381000000.0,-381000000.0,1143000000.0,1143000000.0,2893000000.0,12000000.0,,,,101000000.0,70000000.0,,13000000.0,,,,1042000000.0,1042000000.0,-188000000.0,,-143000000.0,-485000000.0,,,1014000000.0,,,,28000000.0,,,,,,,,,,,,,,,,,,,,,,,
SPGI,2022-12-31,2514000000.0,-12004000000.0,-3730000000.0,5395000000.0,,-89000000.0,240000000.0,1555000000.0,1287000000.0,6505000000.0,-5095000000.0,-11326000000.0,-11326000000.0,30000000.0,-1024000000.0,-1024000000.0,-12004000000.0,-12004000000.0,,1665000000.0,-32000000.0,1697000000.0,-3698000000.0,5395000000.0,3628000000.0,3628000000.0,,-2000000.0,,,3719000000.0,,,,2603000000.0,2603000000.0,-238000000.0,107000000.0,-166000000.0,,43000000.0,43000000.0,43000000.0,,36000000.0,36000000.0,319000000.0,214000000.0,-353000000.0,-353000000.0,1013000000.0,1013000000.0,3522000000.0,-123000000.0,,,,108000000.0,-1898000000.0,,7000000.0,,,,905000000.0,905000000.0,-32000000.0,,-89000000.0,-258000000.0,,132000000.0,3719000000.0,,,,24000000.0,,,,,,,,,,,,,,,,,,,,,,,
SPGI,2021-12-31,3563000000.0,0.0,0.0,0.0,,-35000000.0,130000000.0,883000000.0,6505000000.0,4122000000.0,2465000000.0,-1013000000.0,-1013000000.0,-283000000.0,-743000000.0,-743000000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-120000000.0,-120000000.0,,-2000000.0,,,-83000000.0,-99000000.0,,,3598000000.0,3598000000.0,-70000000.0,203000000.0,-45000000.0,,38000000.0,38000000.0,38000000.0,,-144000000.0,-144000000.0,58000000.0,122000000.0,13000000.0,13000000.0,178000000.0,178000000.0,3263000000.0,-82000000.0,,,,82000000.0,-11000000.0,,13000000.0,,,,96000000.0,96000000.0,0.0,,-35000000.0,-122000000.0,,31000000.0,16000000.0,,,,14000000.0,,,,,0.0,,,,,,,,,,,,,,,,,,
SPGI,2020-12-31,3491000000.0,-1164000000.0,-1394000000.0,1276000000.0,,-76000000.0,159000000.0,683000000.0,4122000000.0,2886000000.0,1161000000.0,-2166000000.0,-2166000000.0,-255000000.0,-645000000.0,-645000000.0,-1164000000.0,-1164000000.0,,-118000000.0,0.0,-118000000.0,-1394000000.0,1276000000.0,-240000000.0,-240000000.0,18000000.0,19000000.0,,,-183000000.0,-201000000.0,,,3567000000.0,3567000000.0,247000000.0,199000000.0,-15000000.0,,132000000.0,132000000.0,132000000.0,,18000000.0,18000000.0,121000000.0,90000000.0,-31000000.0,-31000000.0,206000000.0,206000000.0,2534000000.0,75000000.0,,,,83000000.0,263000000.0,,16000000.0,,,0.0,123000000.0,123000000.0,0.0,,-76000000.0,-87000000.0,,120000000.0,18000000.0,,,,17000000.0,,,,,2000000.0,,,,,,,,,,,,,,,,,,
SPGI,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,85000000.0,,,,,-91000000.0,85000000.0,,,,,,,,,73000000.0,73000000.0,,,,,,,,,,,,,,,,,,,,,-1000000.0,,,,85000000.0,,,,11000000.0,,,,,,-49000000.0,,,,85000000.0,,,,,,,,,,,,,,,,,,
IBM,2023-12-31,12121000000.0,-402000000.0,-5082000000.0,9586000000.0,,-1810000000.0,1668000000.0,1564000000.0,13089000000.0,7988000000.0,5092000000.0,-1769000000.0,-1769000000.0,176000000.0,-6040000000.0,-6040000000.0,-402000000.0,-402000000.0,,4497000000.0,-7000000.0,4504000000.0,-5082000000.0,9586000000.0,-7070000000.0,-7071000000.0,1000000.0,-496000000.0,10647000000.0,-11143000000.0,-5086000000.0,-5086000000.0,-924000000.0,-1245000000.0,13931000000.0,13931000000.0,2184000000.0,1004000000.0,,,65000000.0,65000000.0,65000000.0,390000000.0,725000000.0,,,1133000000.0,-1114000000.0,-1114000000.0,4396000000.0,4396000000.0,7502000000.0,9000000.0,,,,2109000000.0,-170000000.0,,,-565000000.0,-565000000.0,,2287000000.0,2287000000.0,,321000000.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
IBM,2022-12-31,8463000000.0,-407000000.0,-6800000000.0,7804000000.0,,-1972000000.0,1401000000.0,1865000000.0,7988000000.0,6957000000.0,1275000000.0,-4958000000.0,-4958000000.0,176000000.0,-5948000000.0,-5948000000.0,-407000000.0,-407000000.0,,1221000000.0,217000000.0,1004000000.0,-6800000000.0,7804000000.0,-4202000000.0,-4202000000.0,,-1265000000.0,4665000000.0,-5930000000.0,-1076000000.0,-2348000000.0,-1235000000.0,-1346000000.0,10435000000.0,10435000000.0,202000000.0,457000000.0,,,213000000.0,213000000.0,213000000.0,71000000.0,-539000000.0,,,987000000.0,-2726000000.0,-2726000000.0,4802000000.0,4802000000.0,1639000000.0,-244000000.0,,,,2407000000.0,5531000000.0,,,-626000000.0,-626000000.0,,2395000000.0,2395000000.0,,111000000.0,,,,,1272000000.0,,,,,,,,,5894000000.0,,,,,,,,,,,,,,,,,,
IBM,2021-12-31,10028000000.0,-319000000.0,-8597000000.0,522000000.0,,-2768000000.0,1512000000.0,2103000000.0,6957000000.0,13675000000.0,-6533000000.0,-13354000000.0,-13354000000.0,949000000.0,-5869000000.0,-5869000000.0,-319000000.0,-319000000.0,,-8115000000.0,-40000000.0,-8075000000.0,-8597000000.0,522000000.0,-5975000000.0,-5974000000.0,-1000000.0,-414000000.0,3147000000.0,-3561000000.0,-3179000000.0,-3293000000.0,-1675000000.0,-2062000000.0,12796000000.0,12796000000.0,1791000000.0,196000000.0,,,85000000.0,85000000.0,85000000.0,138000000.0,1372000000.0,,,982000000.0,-2001000000.0,-2001000000.0,6417000000.0,6417000000.0,5743000000.0,-185000000.0,,,,3888000000.0,-136000000.0,,,-706000000.0,-706000000.0,,2529000000.0,2529000000.0,,387000000.0,,,,,114000000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
IBM,2020-12-31,14967000000.0,-302000000.0,-13365000000.0,10504000000.0,,-3230000000.0,1830000000.0,2253000000.0,13675000000.0,8314000000.0,5448000000.0,-9721000000.0,-9721000000.0,92000000.0,-5797000000.0,-5797000000.0,-302000000.0,-302000000.0,,-3714000000.0,-853000000.0,-2861000000.0,-13365000000.0,10504000000.0,-3028000000.0,-3028000000.0,475000000.0,-628000000.0,5618000000.0,-6246000000.0,167000000.0,-336000000.0,-2430000000.0,-2618000000.0,18197000000.0,18198000000.0,8249000000.0,3023000000.0,,,138000000.0,138000000.0,138000000.0,-209000000.0,5297000000.0,,-1000000.0,937000000.0,-3203000000.0,-3203000000.0,6695000000.0,6695000000.0,5590000000.0,-87000000.0,,,,4227000000.0,-70000000.0,,,-612000000.0,-612000000.0,,2468000000.0,2468000000.0,,188000000.0,,,,,503000000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
IBM,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,6720000000.0,,,,,,,,,,,,,,,,,,,,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1076000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS,2023-12-31,-14903000000.0,-6796000000.0,-57636000000.0,50200000000.0,1496000000.0,-2316000000.0,60026000000.0,2389000000.0,241577000000.0,241825000000.0,-2099000000.0,27800000000.0,27800000000.0,2279000000.0,-4189000000.0,,-5796000000.0,-5796000000.0,,-4713000000.0,2723000000.0,-7436000000.0,-57636000000.0,50200000000.0,-17312000000.0,-17312000000.0,,-13408000000.0,26848000000.0,-40256000000.0,487000000.0,,962000000.0,-2316000000.0,-12587000000.0,-12587000000.0,-27712000000.0,-189574000000.0,,,,,,,,,,2085000000.0,-1360000000.0,-1360000000.0,4856000000.0,4856000000.0,8516000000.0,1851000000.0,,,,,,,,,,,,,,3278000000.0,,,,,,,,,,,,,,,,,,,,,496000000.0,-1000000000.0,,1496000000.0,,,,,,,,
GS,2022-12-31,4960000000.0,-3500000000.0,-46213000000.0,86322000000.0,0.0,-3748000000.0,19022000000.0,4555000000.0,241825000000.0,261036000000.0,-7650000000.0,59602000000.0,59602000000.0,563000000.0,-3682000000.0,,-3500000000.0,-3500000000.0,,38147000000.0,-1962000000.0,40109000000.0,-46213000000.0,86322000000.0,-75960000000.0,-75960000000.0,,-47575000000.0,12961000000.0,-60536000000.0,-2115000000.0,-2115000000.0,-1042000000.0,-3748000000.0,8708000000.0,8708000000.0,-9394000000.0,88441000000.0,,,,,,,,,,4083000000.0,-2412000000.0,-2412000000.0,2455000000.0,2455000000.0,11261000000.0,-11561000000.0,,,,,,,,,,,,,,2706000000.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,
GS,2021-12-31,1631000000.0,-7875000000.0,-59198000000.0,97512000000.0,2172000000.0,-4667000000.0,5521000000.0,6195000000.0,261036000000.0,155842000000.0,110571000000.0,134738000000.0,134738000000.0,497000000.0,-2725000000.0,,-5200000000.0,-5200000000.0,,39131000000.0,817000000.0,38314000000.0,-59198000000.0,97512000000.0,-30465000000.0,-30465000000.0,,5789000000.0,45701000000.0,-39912000000.0,0.0,0.0,-734000000.0,-4667000000.0,6298000000.0,6298000000.0,-20062000000.0,55552000000.0,,,,,,,,,,2348000000.0,5000000.0,5000000.0,2015000000.0,2015000000.0,21635000000.0,-5377000000.0,,,,,,,,,,,,,,3933000000.0,,,,,,,,,,,,,,,,,,,,,-503000000.0,-2675000000.0,,2172000000.0,,,,,,,,
GS,2020-12-31,-24844000000.0,-2278000000.0,-59188000000.0,55323000000.0,349000000.0,-6309000000.0,9091000000.0,2754000000.0,155842000000.0,133546000000.0,17489000000.0,70380000000.0,70380000000.0,599000000.0,-2336000000.0,-2336000000.0,-1928000000.0,-1928000000.0,0.0,6703000000.0,10568000000.0,-3865000000.0,-59188000000.0,55323000000.0,-34356000000.0,-34356000000.0,,-19613000000.0,29057000000.0,-48670000000.0,-231000000.0,-231000000.0,-3339000000.0,-6309000000.0,-18535000000.0,-18535000000.0,-34080000000.0,-22893000000.0,,,,,,,,,,1920000000.0,-833000000.0,-833000000.0,1902000000.0,1902000000.0,9459000000.0,4807000000.0,,,,,-1000000.0,,,,,,,,,2970000000.0,,,,,,,,,,,,,,,,,,,,,-1000000.0,-350000000.0,,349000000.0,,,,,,,,
GS,2019-12-31,,,,,,,,,,,,,,,,-2104000000.0,,,0.0,,,,,,,,,,,,,-803000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAT,2023-12-31,9793000000.0,-4975000000.0,-6318000000.0,8257000000.0,12000000.0,-3092000000.0,,,6985000000.0,7013000000.0,82000000.0,-6932000000.0,-6932000000.0,,-2563000000.0,-2563000000.0,-4963000000.0,-4975000000.0,12000000.0,594000000.0,-1345000000.0,1939000000.0,-6318000000.0,8257000000.0,-5871000000.0,-5871000000.0,-967000000.0,-2589000000.0,1891000000.0,-4480000000.0,-4000000.0,-4000000.0,781000000.0,,12885000000.0,12885000000.0,151000000.0,80000000.0,439000000.0,-95000000.0,528000000.0,-754000000.0,-754000000.0,-364000000.0,-437000000.0,,375000000.0,,-592000000.0,-592000000.0,2144000000.0,2144000000.0,10332000000.0,-110000000.0,,,,,475000000.0,,,,,1282000000.0,,,,781000000.0,-3092000000.0,,,0.0,,,,,,572000000.0,,,,-97000000.0,,,,,,,,,,,,,,,,,,
CAT,2022-12-31,5167000000.0,-4230000000.0,-7728000000.0,6674000000.0,51000000.0,-2599000000.0,,,7013000000.0,9263000000.0,-2056000000.0,-7281000000.0,-7281000000.0,-10000000.0,-2440000000.0,-2440000000.0,-4179000000.0,-4230000000.0,51000000.0,-652000000.0,402000000.0,-1054000000.0,-7728000000.0,6674000000.0,-2541000000.0,-2541000000.0,9000000.0,-782000000.0,2383000000.0,-3165000000.0,1000000.0,,830000000.0,,7766000000.0,7766000000.0,-1800000000.0,768000000.0,-754000000.0,-210000000.0,1205000000.0,798000000.0,798000000.0,-2589000000.0,-220000000.0,,701000000.0,,-377000000.0,-377000000.0,2219000000.0,2219000000.0,6704000000.0,-194000000.0,,,,,-606000000.0,,,,,407000000.0,,,,830000000.0,-2599000000.0,,,925000000.0,1000000.0,,,,,0.0,,,,-606000000.0,,,,,,,,,,,,,,,,,,
CAT,2021-12-31,4726000000.0,-2668000000.0,-9796000000.0,6989000000.0,135000000.0,-2472000000.0,,,9263000000.0,9366000000.0,-74000000.0,-4188000000.0,-4188000000.0,-4000000.0,-2332000000.0,-2332000000.0,-2533000000.0,-2668000000.0,135000000.0,681000000.0,3488000000.0,-2807000000.0,-9796000000.0,6989000000.0,-3084000000.0,-3084000000.0,-442000000.0,-1471000000.0,785000000.0,-2256000000.0,36000000.0,,1265000000.0,,7198000000.0,7198000000.0,-647000000.0,34000000.0,-83000000.0,-97000000.0,3344000000.0,2041000000.0,2041000000.0,-2586000000.0,-1259000000.0,,216000000.0,,-383000000.0,-383000000.0,2352000000.0,2352000000.0,6493000000.0,-29000000.0,,,,,-833000000.0,,,,,1303000000.0,,,,1265000000.0,-2472000000.0,,,0.0,36000000.0,,,,,0.0,,,,-833000000.0,,,,,,,,,,,,,,,,,,
CAT,2020-12-31,4212000000.0,-1130000000.0,-8237000000.0,10431000000.0,229000000.0,-2115000000.0,,,9366000000.0,8292000000.0,1087000000.0,-3755000000.0,-3755000000.0,-1000000.0,-2243000000.0,-2243000000.0,-901000000.0,-1130000000.0,229000000.0,-610000000.0,-2804000000.0,2194000000.0,-8237000000.0,10431000000.0,-1485000000.0,-1485000000.0,237000000.0,-404000000.0,345000000.0,-749000000.0,25000000.0,-111000000.0,772000000.0,-1137000000.0,6327000000.0,6327000000.0,-417000000.0,-126000000.0,-686000000.0,-201000000.0,-812000000.0,98000000.0,98000000.0,-34000000.0,1442000000.0,,1000000000.0,,-74000000.0,-74000000.0,2432000000.0,2432000000.0,3003000000.0,-13000000.0,,,,,383000000.0,,,,,-910000000.0,,,,772000000.0,-2115000000.0,,,0.0,25000000.0,,,,,,,,,383000000.0,,,,,,,,,,,,,,,,,,
CAT,2019-12-31,,,,,,,,,,,,,,-3000000.0,,,,,,,,,,,,,,,,,,-47000000.0,,-1613000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLK,2023-12-31,3821000000.0,-1884000000.0,-59000000.0,1238000000.0,,-344000000.0,200000000.0,1392000000.0,8753000000.0,7433000000.0,1214000000.0,-1992000000.0,-1992000000.0,1653000000.0,-3035000000.0,-3035000000.0,-1884000000.0,-1884000000.0,,1179000000.0,,1179000000.0,-59000000.0,1238000000.0,-959000000.0,-959000000.0,,-472000000.0,400000000.0,-872000000.0,-189000000.0,-189000000.0,-344000000.0,-344000000.0,4165000000.0,4165000000.0,-346000000.0,145000000.0,375000000.0,-254000000.0,-26000000.0,,,,-586000000.0,-586000000.0,-1637000000.0,630000000.0,124000000.0,124000000.0,427000000.0,427000000.0,5676000000.0,106000000.0,,,,,-758000000.0,-380000000.0,95000000.0,,,,,,,,,,,,,,,,,,-378000000.0,49000000.0,,,46000000.0,,,,,,,,,,,,,,,,,
BLK,2022-12-31,4423000000.0,-2332000000.0,-776000000.0,0.0,,-533000000.0,177000000.0,1067000000.0,7433000000.0,9340000000.0,-1616000000.0,-5442000000.0,-5442000000.0,645000000.0,-2990000000.0,-2990000000.0,-2332000000.0,-2332000000.0,,-776000000.0,,-776000000.0,-776000000.0,0.0,-1130000000.0,-1130000000.0,,-667000000.0,242000000.0,-909000000.0,0.0,0.0,-533000000.0,-533000000.0,4956000000.0,4956000000.0,-897000000.0,-711000000.0,-481000000.0,30000000.0,-151000000.0,,,,416000000.0,416000000.0,-1022000000.0,708000000.0,602000000.0,602000000.0,418000000.0,418000000.0,4994000000.0,-291000000.0,,,,,103000000.0,132000000.0,11000000.0,,,,,,,,,,,,,,,,,,-29000000.0,50000000.0,,,70000000.0,,,,,,,,,,,,,,,,,
BLK,2021-12-31,4603000000.0,-1485000000.0,-750000000.0,1023000000.0,,-341000000.0,189000000.0,2720000000.0,9340000000.0,8681000000.0,720000000.0,-2287000000.0,-2287000000.0,1472000000.0,-2547000000.0,-2547000000.0,-1485000000.0,-1485000000.0,,273000000.0,,273000000.0,-750000000.0,1023000000.0,-1937000000.0,-1937000000.0,,-585000000.0,429000000.0,-1014000000.0,-1106000000.0,-1106000000.0,-341000000.0,-341000000.0,4944000000.0,4944000000.0,658000000.0,412000000.0,75000000.0,151000000.0,342000000.0,,,,-322000000.0,-322000000.0,-1505000000.0,734000000.0,-865000000.0,-865000000.0,415000000.0,415000000.0,6205000000.0,-61000000.0,,,,,-782000000.0,-467000000.0,0.0,,,,,,,,,,,,,,,,,,-315000000.0,84000000.0,,,95000000.0,,,,,,,,,,,,,,,,,
BLK,2020-12-31,3549000000.0,-1809000000.0,0.0,2296000000.0,,-194000000.0,183000000.0,1308000000.0,8681000000.0,4846000000.0,3733000000.0,244000000.0,244000000.0,2017000000.0,-2260000000.0,-2260000000.0,-1809000000.0,-1809000000.0,,2296000000.0,,2296000000.0,0.0,2296000000.0,-254000000.0,-254000000.0,,-243000000.0,187000000.0,-430000000.0,0.0,0.0,-194000000.0,-194000000.0,3743000000.0,3743000000.0,169000000.0,487000000.0,10000000.0,100000000.0,-115000000.0,,,,-313000000.0,-313000000.0,-1674000000.0,622000000.0,-157000000.0,-157000000.0,358000000.0,358000000.0,5286000000.0,102000000.0,,,,,-893000000.0,-745000000.0,0.0,,,,,,,,,,,,,,,,,,-148000000.0,32000000.0,,,183000000.0,,,,,,,,,,,,,,,,,
UPS,2023-12-31,5080000000.0,-2250000000.0,-2429000000.0,3429000000.0,248000000.0,-5158000000.0,762000000.0,1976000000.0,3206000000.0,5602000000.0,-2429000000.0,-5534000000.0,-5534000000.0,-432000000.0,-5372000000.0,-5372000000.0,-2002000000.0,-2250000000.0,248000000.0,2272000000.0,1272000000.0,1000000000.0,-2429000000.0,3429000000.0,-7133000000.0,-7133000000.0,-19000000.0,-820000000.0,2701000000.0,-3521000000.0,-1136000000.0,-1329000000.0,,,10238000000.0,10238000000.0,-372000000.0,,-42000000.0,87000000.0,-1673000000.0,-1377000000.0,-1377000000.0,,1256000000.0,1256000000.0,123000000.0,220000000.0,199000000.0,199000000.0,3366000000.0,3366000000.0,6708000000.0,33000000.0,,,,,-63000000.0,,,,,-296000000.0,,,,,-5158000000.0,,,,193000000.0,,,,57000000.0,,,,,-63000000.0,,,,,,,,,,,,,,,,,,
UPS,2022-12-31,9335000000.0,-3500000000.0,-2304000000.0,0.0,262000000.0,-4769000000.0,721000000.0,2574000000.0,5602000000.0,10255000000.0,-4553000000.0,-11185000000.0,-11185000000.0,-529000000.0,-5114000000.0,-5114000000.0,-3238000000.0,-3500000000.0,262000000.0,-2304000000.0,0.0,-2304000000.0,-2304000000.0,0.0,-7472000000.0,-7472000000.0,-309000000.0,-1651000000.0,255000000.0,-1906000000.0,-743000000.0,-755000000.0,,,14104000000.0,14104000000.0,-369000000.0,,-9000000.0,117000000.0,-155000000.0,34000000.0,34000000.0,,-322000000.0,-322000000.0,129000000.0,1568000000.0,531000000.0,531000000.0,3188000000.0,3188000000.0,11548000000.0,-100000000.0,,,,,-2471000000.0,,,,,-189000000.0,,,,,-4769000000.0,,,,12000000.0,,,,-20000000.0,,,,,-2471000000.0,,,,,,,,,,,,,,,,,,
