ticker;year;total_assets;total_debt;invested_capital;working_capital;stockholders_equity;retained_earnings;long_term_debt;current_assets;current_liabilities;current_debt;payables_and_accrued_expenses;total_liabilities_net_minority_interest;accounts_payable;accounts_receivable;investments_and_advances;net_ppe;inventory;receivables;cash_and_cash_equivalents;cash_cash_equivalents_and_short_term_investments;goodwill;common_stock;share_issued
SPGI;2023;60589000000;12000000000;45659000000;-982000000;34200000000;18728000000;11412000000;5143000000;6125000000;47000000;678000000;22489000000;557000000;2826000000;1787000000;637000000;NULL;2826000000;1290000000;1316000000;34850000000;415000000;415000000
IBM;2023;135241000000;59935000000;79080000000;-1214000000;22533000000;151276000000;50121000000;32908000000;34122000000;6426000000;9923000000;112628000000;4132000000;7214000000;NULL;8722000000;1161000000;13956000000;13068000000;13441000000;60178000000;59643000000;2266911160
GS;2023;1641590000000;333248000000;436718000000;NULL;116905000000;143688000000;247867000000;NULL;NULL;83149000000;244113000000;1524690000000;230728000000;132495000000;573229000000;13415000000;NULL;148577000000;241577000000;NULL;5916000000;9000000;922895032
CAT;2023;87476000000;37878000000;57433000000;12221000000;19494000000;51250000000;24533000000;46949000000;34728000000;13406000000;16270000000;67973000000;7906000000;18820000000;NULL;12680000000;16565000000;18820000000;6978000000;6978000000;5308000000;6403000000;814894624
BLK;2023;123211000000;9702000000;47265000000;17933000000;39347000000;32343000000;7918000000;19173000000;1240000000;NULL;1240000000;81971000000;NULL;3916000000;7777000000;2533000000;NULL;3916000000;8736000000;10607000000;15524000000;2000000;172075373
UPS;2023;70857000000;26729000000;39570000000;1737000000;17306000000;21055000000;18916000000;19413000000;17676000000;3348000000;9564000000;53543000000;6340000000;11216000000;NULL;41253000000;NULL;11216000000;3206000000;6072000000;4872000000;9000000;853816677
MDT;2023;90948000000;24364000000;75783000000;12624000000;51483000000;30392000000;24287000000;21675000000;9051000000;13000000;7083000000;39283000000;2662000000;5998000000;NULL;5569000000;5293000000;5998000000;1543000000;7959000000;41425000000;0;1330809036
SCHW;2023;493178000000;59081000000;90763000000;NULL;40958000000;33901000000;26043000000;NULL;NULL;32953000000;84786000000;452220000000;84786000000;71804000000;266719000000;4320000000;NULL;73568000000;43337000000;NULL;11951000000;21000000;2074188875
UNP;2023;67132000000;34179000000;47367000000;-958000000;14788000000;62093000000;31156000000;4148000000;5106000000;1423000000;2335000000;52344000000;856000000;2073000000;2605000000;58227000000;743000000;2073000000;1055000000;1071000000;NULL;2782000000;1112854806
DE;2023;104087000000;63692000000;85171000000;35305000000;21785000000;50931000000;38477000000;76369000000;41064000000;24909000000;11440000000;82201000000;3467000000;7739000000;126000000;14206000000;8219000000;58750000000;7458000000;8404000000;3900000000;5303000000;536431204
LOW;2023;43708000000;37994000000;19706000000;1931000000;-14254000000;-14862000000;32876000000;21442000000;19511000000;1084000000;13212000000;57962000000;10524000000;NULL;21000000;21085000000;18532000000;NULL;1348000000;1348000000;NULL;301000000;601000000
GILD;2023;62125000000;24987000000;47820000000;4805000000;22833000000;16304000000;23189000000;16085000000;11280000000;1798000000;5560000000;39376000000;550000000;4660000000;1163000000;5317000000;1787000000;4660000000;6085000000;7264000000;8314000000;1000000;1246041895
CVS;2023;249728000000;79385000000;138071000000;-11331000000;76461000000;61604000000;58638000000;67858000000;79189000000;2972000000;72009000000;173092000000;14897000000;15622000000;23019000000;30435000000;18025000000;35227000000;8196000000;11455000000;91272000000;48992000000;1768000000
SBUX;2023;29445500000;24599800000;7404900000;-2041900000;-7994800000;-7255800000;13547600000;7303400000;9345300000;1852100000;4517700000;37433300000;1544300000;1184100000;687300000;15799700000;1806400000;1184100000;3551500000;3953000000;3218300000;1100000;1142600000
INTU;2023;27780000000;6689000000;23389000000;1767000000;17269000000;15067000000;6120000000;5557000000;3790000000;NULL;1393000000;10511000000;638000000;405000000;105000000;1438000000;NULL;1121000000;2848000000;3662000000;13780000000;3000000;280421000
NOW;2023;17387000000;2284000000;9116000000;412000000;7628000000;2069000000;1488000000;7777000000;7365000000;NULL;899000000;9759000000;126000000;2036000000;3203000000;2073000000;NULL;2036000000;1897000000;4877000000;1231000000;0;205619000
PLD;2023;93020840000;29598064000;82118277000;-1464390000;53181724000;-627068000;28021188000;1794979000;3259369000;979313000;1918505000;35197120000;1766018000;325698000;9543970000;891737000;NULL;554337000;530388000;530388000;NULL;9244000;924391000
AXP;2023;261108000000;49159000000;77216000000;NULL;28057000000;19612000000;47866000000;NULL;NULL;1293000000;16445000000;233051000000;13109000000;NULL;2186000000;5138000000;NULL;NULL;46530000000;NULL;3851000000;145000000;723000000
MO;2023;38570000000;26233000000;22693000000;-5734000000;-3540000000;31094000000;25112000000;5585000000;11319000000;1121000000;7498000000;42060000000;582000000;0;10011000000;1652000000;1215000000;567000000;3686000000;3686000000;6791000000;935000000;2805961317
BKNG;2023;24342000000;14783000000;11440000000;3704000000;-2744000000;31830000000;12223000000;17034000000;13330000000;1961000000;8115000000;27086000000;3480000000;3253000000;440000000;1489000000;NULL;3253000000;12107000000;12683000000;2826000000;0;64048000
T;2023;407060000000;154899000000;240628000000;-14669000000;103297000000;-5015000000;127854000000;36458000000;51127000000;9477000000;37241000000;287645000000;27309000000;10289000000;1251000000;149394000000;2177000000;10289000000;6722000000;6722000000;67854000000;7621000000;7620748598
ISRG;2023;15441500000;NULL;13307600000;6229300000;13307600000;4743000000;NULL;7888000000;1658700000;NULL;776200000;2044200000;188700000;1130200000;2120000000;3537600000;1220600000;1267500000;2750100000;5223200000;348700000;400000;352299592
MMC;2023;48030000000;15436000000;25654000000;1953000000;12191000000;22759000000;11844000000;21748000000;19795000000;1619000000;3724000000;35660000000;3403000000;5806000000;NULL;2423000000;NULL;6418000000;3358000000;3358000000;17231000000;561000000;560641640
EL;2023;23415000000;10169000000;13699000000;2899000000;5585000000;13991000000;7117000000;9139000000;6240000000;997000000;4017000000;16998000000;1670000000;1452000000;NULL;4976000000;2979000000;1452000000;4029000000;4029000000;2486000000;6000000;595210114
LMT;2023;52456000000;17459000000;24294000000;3584000000;6835000000;15398000000;17291000000;20521000000;16937000000;168000000;5445000000;45621000000;2312000000;2132000000;NULL;8370000000;3132000000;15315000000;1442000000;1442000000;10799000000;240000000;242000000
SYK;2023;39912000000;12995000000;31588000000;4597000000;18593000000;16771000000;10901000000;12518000000;7921000000;2094000000;4349000000;21319000000;1517000000;3765000000;NULL;3215000000;4843000000;3765000000;2971000000;3053000000;15243000000;38000000;380100000
BA;2023;137012000000;52603000000;34821000000;13448000000;-17233000000;27251000000;46927000000;109275000000;95827000000;5127000000;22106000000;154240000000;11964000000;2713000000;1035000000;11521000000;79741000000;11065000000;12691000000;15965000000;8093000000;5061000000;1012261159
ADP;2023;50971000000;3444300000;6603500000;-597000000;3509100000;22118000000;2989000000;42170600000;42767600000;105400000;3935000000;47461900000;96800000;3009600000;104600000;1083800000;NULL;3009600000;2083500000;2083500000;2339400000;63900000;638700000
MDLZ;2023;71391000000;19945000000;47740000000;-7310000000;28332000000;34236000000;16887000000;11703000000;19013000000;2521000000;11004000000;43025000000;8321000000;3634000000;3242000000;10377000000;3615000000;4512000000;1810000000;1810000000;23896000000;0;1996537778
ZTS;2023;14286000000;6755000000;11564000000;4454000000;4997000000;10295000000;6564000000;6343000000;1889000000;3000000;1402000000;9295000000;411000000;1304000000;NULL;3434000000;2564000000;1304000000;2039000000;2039000000;2759000000;5000000;501891243
GE;2023;163045000000;22937000000;48342000000;8922000000;27378000000;86527000000;19711000000;59798000000;50876000000;1253000000;16384000000;134465000000;10678000000;15466000000;46870000000;12494000000;16528000000;17432000000;16967000000;22673000000;13385000000;15000000;1088415995
AMT;2023;66027600000;47154800000;43119700000;-3539300000;4198200000;-3638800000;35734000000;3710000000;7249300000;3187500000;2832500000;55162200000;258700000;669700000;NULL;28667600000;NULL;1072700000;1973300000;1973300000;12639000000;4800000;477300418
TMUS;2023;207682000000;113086000000;139733000000;-1913000000;64715000000;7347000000;71399000000;19015000000;20928000000;3619000000;10373000000;142967000000;5573000000;4692000000;NULL;70837000000;1678000000;9148000000;5135000000;5135000000;12234000000;0;1262904154
MU;2023;64254000000;13933000000;56169000000;16479000000;44120000000;40824000000;11943000000;21244000000;4765000000;106000000;3958000000;20134000000;1725000000;2048000000;844000000;38594000000;8387000000;2443000000;8577000000;9594000000;1150000000;124000000;1239000000
PYPL;2023;82166000000;9676000000;30727000000;14103000000;21051000000;23200000000;9676000000;62569000000;48466000000;NULL;48466000000;61115000000;42074000000;40004000000;3273000000;1488000000;NULL;46000000000;9081000000;14057000000;11026000000;0;1317000000
C;2023;2411830000000;324076000000;511929000000;NULL;205453000000;198905000000;286619000000;NULL;NULL;37457000000;63539000000;2205580000000;63539000000;53915000000;721817000000;28747000000;NULL;54190000000;260932000000;NULL;20098000000;31000000;3099691704
CI;2023;152761000000;30930000000;77153000000;NULL;46223000000;41652000000;28155000000;NULL;NULL;2775000000;38323000000;106410000000;8553000000;23407000000;925000000;3871000000;NULL;23679000000;7822000000;8747000000;44259000000;4000000;399894000
CB;2023;230682000000;14495000000;74002000000;NULL;59507000000;54810000000;13035000000;NULL;NULL;1460000000;8302000000;166991000000;8302000000;33611000000;131208000000;NULL;NULL;33611000000;2449000000;33787000000;19686000000;241000000;431451586
APD;2023;32002500000;11031600000;24618700000;1304700000;14312900000;17289700000;9431300000;5200500000;3895800000;874500000;2405300000;16342200000;1212900000;1700400000;4684700000;18446100000;651800000;2162700000;1617000000;1949200000;861700000;249400000;249455584
F;2023;273310000000;151107000000;192004000000;19950000000;42773000000;31029000000;99562000000;121481000000;101531000000;49669000000;27216000000;230512000000;25992000000;62026000000;5548000000;62205000000;15651000000;62026000000;24862000000;40171000000;NULL;42000000;3999960120
MRNA;2023;18426000000;1243000000;13854000000;7310000000;13854000000;13606000000;NULL;10325000000;3015000000;NULL;1580000000;4572000000;520000000;892000000;4743000000;2658000000;202000000;1081000000;2907000000;8604000000;52000000;0;382000000
EQIX;2023;32650724000;17455113000;26220788000;405447000;12488894000;-4760631000;12725609000;3567697000;3162250000;1006285000;1161007000;20137225000;162356000;1003792000;468231000;20049723000;NULL;1303272000;2095712000;2095712000;5737122000;95000;94629955
ICE;2023;136084000000;22912000000;48330000000;347000000;25717000000;16356000000;20659000000;84973000000;84626000000;1954000000;3355000000;110298000000;1003000000;1366000000;NULL;1923000000;NULL;2950000000;899000000;1129000000;30553000000;6000000;649000000
GM;2023;273064000000;122648000000;186027000000;7173000000;64286000000;55391000000;82773000000;101618000000;94445000000;38968000000;52676000000;204757000000;28114000000;51454000000;10613000000;80903000000;16461000000;51454000000;18853000000;26466000000;1900000000;12000000;1200000000
EW;2023;9363200000;694900000;7247000000;2840300000;6650000000;8992400000;597000000;4035700000;1195400000;NULL;771800000;2643800000;201400000;775100000;583900000;1843400000;1168200000;836900000;1144000000;1644500000;1253500000;650500000;650500000
DUK;2023;176893000000;80457000000;126690000000;-4514000000;49112000000;2235000000;72452000000;12769000000;17283000000;7088000000;5789000000;126706000000;4228000000;4131000000;10635000000;116407000000;4292000000;4131000000;253000000;253000000;19303000000;1000000;770711728
SO;2023;139331000000;63490000000;93444000000;-3035000000;31444000000;12482000000;57210000000;10432000000;13467000000;4790000000;4418000000;104106000000;2898000000;2030000000;3792000000;101941000000;3352000000;3963000000;748000000;748000000;5161000000;5423000000;1091814507
REGN;2023;33080200000;2702900000;27956000000;16055800000;25973100000;27260300000;1982900000;19479200000;3423400000;NULL;2964500000;7107100000;606600000;5667300000;5396500000;4146400000;2580500000;5667300000;2730000000;10844800000;NULL;100000;134918146
PGR;2023;88690800000;6888600000;26671800000;NULL;20277100000;18800500000;6888600000;NULL;NULL;NULL;NULL;68413700000;NULL;17052100000;65998600000;880800000;NULL;17052100000;84900000;62253000000;NULL;585300000;797600000
HUM;2023;47065000000;11656000000;27918000000;NULL;16262000000;27540000000;10213000000;NULL;NULL;1443000000;17163000000;30747000000;16810000000;2035000000;17748000000;3030000000;NULL;2035000000;4694000000;21320000000;9550000000;33000000;198690082
PSA;2023;19809216000;9103277000;14766455000;-228991000;10013178000;-267910000;9103277000;370002000;598993000;NULL;598993000;9702270000;NULL;NULL;390180000;345453000;NULL;NULL;370002000;370002000;165843000;17567000;175670727
MSFT;2024;512163000000;67127000000;320107000000;34448000000;268477000000;173144000000;42688000000;159734000000;125286000000;8942000000;27013000000;243686000000;21996000000;56924000000;14600000000;154552000000;1246000000;56924000000;18315000000;75531000000;119220000000;100923000000;7434000000
NVDA;2024;65728000000;11056000000;52687000000;33714000000;42978000000;29817000000;8459000000;44345000000;10631000000;1250000000;7775000000;22750000000;2699000000;9999000000;1546000000;5260000000;5282000000;9999000000;7280000000;25984000000;4430000000;2000000;24640000000
PG;2024;122370000000;33369000000;81948000000;-8918000000;50286000000;123811000000;25269000000;24709000000;33627000000;7191000000;20860000000;71812000000;15364000000;6118000000;NULL;22152000000;7016000000;6118000000;9482000000;9482000000;40303000000;4009000000;4009200000
HD;2024;76530000000;52243000000;45155000000;7760000000;1044000000;83656000000;42743000000;29775000000;22015000000;1368000000;16835000000;75486000000;10037000000;2753000000;NULL;34038000000;20976000000;3328000000;3760000000;3760000000;8455000000;90000000;1796000000
WMT;2024;252399000000;61321000000;124318000000;-15538000000;83861000000;89814000000;36132000000;76877000000;92415000000;4325000000;83214000000;161828000000;56812000000;8796000000;NULL;130338000000;54892000000;8796000000;9867000000;9867000000;28113000000;805000000;8054000001
CSCO;2024;124413000000;30962000000;76419000000;-3722000000;45457000000;1087000000;19621000000;36862000000;40584000000;11341000000;3743000000;78956000000;2304000000;6685000000;NULL;2090000000;3373000000;10023000000;7508000000;17854000000;58660000000;45800000000;4007000000
NKE;2024;38110000000;11952000000;23339000000;14789000000;14430000000;965000000;7903000000;25382000000;10593000000;1006000000;5959000000;23680000000;2851000000;4427000000;NULL;7718000000;7519000000;4427000000;9860000000;11582000000;240000000;3000000;1510897252
CRM;2024;99823000000;12588000000;69072000000;2443000000;59646000000;11721000000;8427000000;29074000000;26631000000;999000000;6111000000;40177000000;NULL;11414000000;4848000000;6055000000;NULL;11414000000;8472000000;14194000000;48620000000;1000000;1035000000
ORCL;2024;140976000000;86869000000;95573000000;-8990000000;8704000000;-22628000000;76264000000;22554000000;31544000000;10605000000;2357000000;131737000000;2357000000;7874000000;NULL;21536000000;NULL;7874000000;10454000000;10661000000;62230000000;32764000000;2755000000
MDT;2024;89981000000;25024000000;75177000000;11146000000;50214000000;30403000000;23877000000;21935000000;10789000000;1086000000;7322000000;39561000000;2410000000;6128000000;NULL;6131000000;5217000000;6128000000;1284000000;8005000000;40986000000;0;1311337531
LOW;2024;41795000000;40145000000;20871000000;3503000000;-15050000000;-15637000000;35384000000;19071000000;15568000000;537000000;10120000000;56845000000;8704000000;NULL;NULL;21386000000;16894000000;NULL;921000000;921000000;NULL;287000000;574000000
INTU;2024;32132000000;6567000000;24474000000;2187000000;18436000000;16989000000;5539000000;9678000000;7491000000;499000000;860000000;13696000000;721000000;457000000;131000000;1420000000;NULL;1317000000;3609000000;4074000000;13844000000;3000000;280268000
EL;2024;21677000000;9826000000;13085000000;2220000000;5314000000;13427000000;7267000000;7922000000;5702000000;504000000;3941000000;16363000000;1440000000;1727000000;NULL;4969000000;2175000000;1727000000;3395000000;3395000000;2143000000;6000000;596560598
ADP;2024;54362700000;3705300000;7924300000;462500000;4547600000;23622200000;2991300000;45542500000;45080000000;385400000;4990900000;49815100000;100600000;3428200000;NULL;1056200000;NULL;3428200000;2913400000;2913400000;2353600000;63900000;638700000
